117.227	85.13647	12.69141
117.841	101.5352	12.40451
118.476	92.18052	13.74147
118.999	87.07593	12.98052
119.54	99.0087	14.14411
120.131	101.0033	12.51259
120.794	98.50489	12.21804
121.506	107.92	13.36944
122.145	105.2972	12.86412
122.771	131.7989	16.10182
123.273	140.2623	17.00933
124.03	271.7614	34.02593
124.885	398.8473	51.59317
125.736	368.1108	47.03673
126.493	408.606	53.39745
127.171	542.3955	68.00141
127.721	492.0219	62.20287
128.304	658.3758	81.17138
128.859	521.9498	68.81609
129.418	638.1366	80.01876
129.909	645.1559	78.89326
130.417	639.6504	79.2759
130.89	690.7736	82.36472
131.428	593.1197	74.95665
131.953	546.4429	72.18018
132.604	476.7548	58.77229
133.19	527.5156	67.43044
133.755	573.0207	74.48123
134.354	480.0671	63.70328
134.939	587.7317	72.8208
135.532	496.2048	62.83132
136.145	485.5446	60.90309
136.733	587.8926	75.6566
137.374	428.2072	53.88672
138.233	323.833	43.76538
139.075	465.5644	58.67842
139.776	405.3678	52.51067
140.655	339.8787	43.53901
141.494	336.499	43.74993
142.598	289.2169	38.25878
143.665	278.734	36.2731
144.847	241.9208	32.06663
146.207	233.5281	30.29441
147.208	231.0913	30.02608
147.978	232.6204	30.30944
148.83	216.0277	28.56897
149.706	213.0011	27.2296
150.5	235.5436	30.25516
151.414	185.6655	23.56442
152.376	182.9223	23.45853
153.464	165.0651	20.85632
154.722	128.2097	16.57139
156.104	152.0841	18.92276
156.97	116.4534	14.22706
157.572	122.9207	15.01717
158.088	99.40161	14.05752
158.632	122.9207	15.01717
159.173	93.52791	13.94233
159.809	106.2055	12.97508
160.404	128.3903	15.90536
160.955	81.54197	12.41063
161.535	105.4763	13.63119
162.128	99.76323	14.39959
162.665	132.6691	16.66732
163.173	80.32888	11.97473
163.843	104.2592	12.7373
164.426	87.2136	13.27384
164.993	81.0417	12.33448
165.653	108.8166	13.29408
166.266	87.99019	13.11681
166.778	83.08563	12.64557
167.373	84.42942	12.70389
167.893	80.58178	12.01243
168.493	89.18574	13.29504
169.05	72.17779	10.9854
169.678	80.07667	12.18761
170.241	92.4374	14.0689
170.799	71.97985	10.95528
171.494	73.50473	10.95745
172.222	64.472	9.61093
172.81	79.39533	11.83557
173.443	71.73145	10.6931
174.127	75.79522	11.29889
174.832	64.94229	9.68103
175.602	60.98537	9.3663
176.322	59.72336	8.90304
177.045	79.63013	11.87057
177.76	55.97498	8.34426
178.54	58.94829	8.97189
179.471	45.59494	6.7969
180.565	46.46609	6.92676
181.538	45.90771	6.84352
182.517	55.29872	8.24345
183.359	55.18373	8.22631
184.196	63.55577	9.56308
184.957	65.27861	9.73117
185.717	57.11631	9.06689
186.603	43.7764	6.66273
187.77	35.68381	5.54605
188.837	52.2884	7.95826
190.005	36.00541	5.47999
191.101	47.78092	7.42621
192.138	49.93864	7.44442
193.099	48.89869	7.44234
194.295	32.45809	4.9401
195.64	36.45389	5.54825
196.916	39.81288	6.05949
198.013	37.54222	5.59647
199.292	40.92828	6.10123
200.416	32.45713	4.93995
202.053	34.01016	5.06994
203.709	26.79308	3.99408
205.092	40.12914	5.9821
206.329	31.48748	4.79237
207.956	32.5625	4.85414
209.291	31.67701	4.82122
210.824	29.25384	4.36091
212.451	37.75434	5.62809
213.753	28.9103	4.68842
